subscription_id,user_id,plan_id,start_date,end_date,status,mrr,cancellation_reason
1610,1009,2,2024-06-05,,active,15,
1611,1010,3,2024-09-02,2024-12-09,upgraded,12.5,
1612,1010,5,2024-12-09,,active,40.83,
1613,1011,1,2024-10-08,2025-01-05,upgraded,0,
1614,1011,5,2025-01-05,2025-02-06,upgraded,40.83,
1615,1011,4,2025-02-06,,active,49,
1616,1012,1,2024-04-19,2024-07-21,upgraded,0,
1617,1012,5,2024-07-21,2024-08-27,upgraded,40.83,
1618,1012,6,2024-08-27,2024-11-08,downgraded,199,
1619,1012,3,2024-11-08,,active,12.5,
1620,1013,1,2026-03-25,2026-06-30,upgraded,0,
1621,1014,4,2024-07-03,,active,49,
1622,1015,1,2025-09-06,,active,0,
1623,1016,1,2026-02-18,2026-05-01,upgraded,0,
1624,1016,2,2026-05-01,2026-06-30,upgraded,15,
1625,1017,1,2024-07-23,2025-06-08,canceled,0,Too expensive
1626,1018,2,2024-09-13,2025-03-27,canceled,15,Budget cuts
1627,1019,1,2026-01-09,2026-02-27,upgraded,0,
1628,1019,2,2026-02-27,2026-05-31,upgraded,15,
1629,1019,5,2026-05-31,,active,40.83,
1630,1020,2,2025-08-03,2025-08-25,upgraded,15,
1631,1020,4,2025-08-25,2025-10-10,upgraded,49,
1632,1020,2,2025-10-10,2026-01-18,canceled,15,Switched to competitor
1633,1021,4,2025-09-10,,active,49,
1634,1022,2,2024-09-08,2025-07-28,canceled,15,Poor support experience
1635,1023,4,2025-04-21,,active,49,
1636,1024,2,2024-10-11,2025-11-11,canceled,15,Too expensive
1637,1025,2,2024-07-20,,active,15,
1638,1026,2,2025-01-27,2025-02-26,upgraded,15,
1639,1026,6,2025-02-26,2025-05-17,downgraded,199,
1640,1026,3,2025-05-17,2025-06-09,upgraded,12.5,
1641,1026,7,2025-06-09,,active,165.83,
1642,1027,1,2024-02-07,2024-05-05,upgraded,0,
1643,1027,3,2024-05-05,,active,12.5,
1644,1028,1,2024-11-20,2025-02-22,upgraded,0,
1645,1028,6,2025-02-22,,active,199,
1646,1029,1,2026-05-19,,active,0,
1647,1030,1,2026-06-01,2026-06-27,upgraded,0,
1648,1030,6,2026-06-27,2026-06-30,downgraded,199,
1649,1031,1,2026-06-23,2026-06-30,upgraded,0,
1650,1032,1,2025-08-20,,active,0,
1651,1033,3,2025-06-18,2026-01-20,canceled,12.5,Switched to competitor
1652,1034,2,2026-02-23,,active,15,
1653,1035,4,2025-05-21,,active,49,
1654,1036,1,2025-06-10,,active,0,
1655,1037,2,2025-04-08,2025-06-16,upgraded,15,
1656,1037,5,2025-06-16,2025-10-08,upgraded,40.83,
1657,1037,2,2025-10-08,2025-12-06,upgraded,15,
1658,1037,3,2025-12-06,,active,12.5,
1659,1038,1,2024-05-30,,active,0,
1660,1039,2,2024-12-26,,active,15,
1661,1040,2,2024-10-06,,active,15,
1662,1041,1,2025-06-26,2025-07-27,upgraded,0,
1663,1041,3,2025-07-27,,active,12.5,
1664,1042,1,2025-08-12,,active,0,
1665,1043,1,2024-08-13,2024-10-01,upgraded,0,
1666,1043,4,2024-10-01,2025-08-24,canceled,49,Budget cuts
1667,1044,1,2026-01-21,2026-03-07,upgraded,0,
1668,1044,3,2026-03-07,,active,12.5,
1669,1045,1,2024-06-19,2024-09-09,upgraded,0,
1670,1045,4,2024-09-09,2024-12-11,upgraded,49,
1671,1045,2,2024-12-11,2024-12-30,upgraded,15,
1672,1045,5,2024-12-30,,active,40.83,
1673,1046,1,2025-11-26,2026-06-20,canceled,0,Poor support experience
1674,1047,1,2026-04-18,2026-05-20,upgraded,0,
1675,1047,5,2026-05-20,2026-06-30,upgraded,40.83,
1676,1048,1,2024-11-07,,active,0,
1677,1049,3,2024-01-14,2024-03-13,upgraded,12.5,
1678,1049,1,2024-03-13,,active,0,
1679,1050,2,2025-12-03,2026-02-22,upgraded,15,
1680,1050,6,2026-02-22,2026-04-25,downgraded,199,
1681,1050,4,2026-04-25,,active,49,
1682,1051,4,2024-09-07,2024-09-23,upgraded,49,
1683,1051,2,2024-09-23,2024-12-01,upgraded,15,
1684,1051,6,2024-12-01,,active,199,
1685,1052,4,2026-06-17,,active,49,
1686,1053,2,2025-02-04,2025-04-20,upgraded,15,
1687,1053,4,2025-04-20,2025-05-10,upgraded,49,
1688,1053,2,2025-05-10,2026-03-07,canceled,15,Poor support experience
1689,1054,1,2025-08-03,,active,0,
1690,1055,2,2024-10-23,,active,15,
1691,1056,4,2026-04-25,2026-06-02,canceled,49,Budget cuts
1692,1057,2,2026-06-18,2026-06-30,upgraded,15,
1693,1058,1,2025-08-22,2025-10-31,upgraded,0,
1694,1058,4,2025-10-31,2026-01-22,upgraded,49,
1695,1058,5,2026-01-22,2026-03-11,upgraded,40.83,
1696,1058,3,2026-03-11,,active,12.5,
1697,1059,1,2024-09-24,2024-12-30,upgraded,0,
1698,1059,2,2024-12-30,,active,15,
1699,1060,4,2024-05-18,2024-06-12,upgraded,49,
1700,1060,7,2024-06-12,,active,165.83,
1701,1061,4,2024-04-08,,active,49,
1702,1062,1,2025-02-24,,active,0,
1703,1063,4,2025-06-08,2025-08-19,upgraded,49,
1704,1063,1,2025-08-19,2025-10-23,upgraded,0,
1705,1063,4,2025-10-23,2025-12-22,upgraded,49,
1706,1063,3,2025-12-22,,active,12.5,
1707,1064,1,2025-04-18,,active,0,
1708,1065,1,2026-04-21,2026-06-30,upgraded,0,
1709,1066,1,2025-06-12,2026-04-16,canceled,0,Budget cuts
1710,1067,2,2026-04-04,,active,15,
1711,1068,4,2024-04-16,,active,49,
1712,1069,4,2024-09-23,2024-11-18,upgraded,49,
1713,1069,1,2024-11-18,,active,0,
1714,1070,4,2024-06-23,,active,49,
1715,1071,2,2025-02-04,2025-04-12,upgraded,15,
1716,1071,7,2025-04-12,,active,165.83,
1717,1072,4,2025-08-17,,active,49,
1718,1073,1,2024-10-10,2024-11-27,upgraded,0,
1719,1073,7,2024-11-27,,active,165.83,
1720,1074,1,2024-06-27,,active,0,
1721,1075,2,2024-03-10,2024-07-05,upgraded,15,
1722,1075,4,2024-07-05,2024-08-27,upgraded,49,
1723,1075,7,2024-08-27,,active,165.83,
1724,1076,1,2024-05-12,2024-08-22,upgraded,0,
1725,1076,7,2024-08-22,2024-11-13,downgraded,165.83,
1726,1076,2,2024-11-13,2025-02-26,upgraded,15,
1727,1076,7,2025-02-26,,active,165.83,
1728,1077,1,2024-04-08,,active,0,
1729,1078,1,2026-02-12,2026-05-18,upgraded,0,
1730,1078,4,2026-05-18,,active,49,
1731,1079,1,2025-10-08,2026-05-07,canceled,0,No longer needed
1732,1080,4,2024-09-15,2024-12-24,upgraded,49,
1733,1080,3,2024-12-24,2025-02-18,upgraded,12.5,
1734,1080,5,2025-02-18,2026-03-13,canceled,40.83,Too expensive
1735,1081,1,2025-10-06,,active,0,
1736,1082,1,2024-12-14,2025-03-15,upgraded,0,
1737,1082,4,2025-03-15,,active,49,
1738,1083,2,2024-12-26,,active,15,
1739,1084,2,2026-03-12,,active,15,
1740,1085,4,2025-02-03,2025-04-21,upgraded,49,
1741,1085,3,2025-04-21,2025-07-12,upgraded,12.5,
1742,1085,4,2025-07-12,,active,49,
1743,1086,4,2025-05-27,,active,49,
1744,1087,1,2024-12-12,,active,0,
1745,1088,1,2025-05-20,2025-07-01,upgraded,0,
1746,1088,5,2025-07-01,2026-04-07,canceled,40.83,Poor support experience
1747,1089,1,2024-03-23,2024-05-08,upgraded,0,
1748,1089,3,2024-05-08,,active,12.5,
1749,1090,2,2025-05-04,2026-01-04,canceled,15,Budget cuts
1750,1091,1,2025-07-19,,active,0,
1751,1092,4,2025-09-22,2025-12-14,canceled,49,No longer needed
1752,1093,1,2025-02-26,2025-05-11,upgraded,0,
1753,1093,4,2025-05-11,2025-07-19,upgraded,49,
1754,1093,2,2025-07-19,,active,15,
1755,1094,1,2025-03-25,,active,0,
1756,1095,1,2025-11-04,2026-01-23,upgraded,0,
1757,1095,5,2026-01-23,,active,40.83,
1758,1096,4,2025-12-31,2026-04-29,upgraded,49,
1759,1096,3,2026-04-29,,active,12.5,
1760,1097,4,2024-04-16,2024-07-18,upgraded,49,
1761,1097,2,2024-07-18,2024-09-07,upgraded,15,
1762,1097,5,2024-09-07,,active,40.83,
1763,1098,3,2024-11-08,2024-12-10,upgraded,12.5,
1764,1098,5,2024-12-10,,active,40.83,
1765,1099,1,2024-04-26,2024-06-13,canceled,0,Missing features
1766,1100,1,2025-05-22,,active,0,
1767,1101,1,2024-02-02,2025-06-27,canceled,0,No longer needed
1768,1102,1,2026-02-14,,active,0,
1769,1103,1,2025-02-01,2026-03-14,canceled,0,No longer needed
1770,1104,3,2024-06-15,2024-07-26,upgraded,12.5,
1771,1104,1,2024-07-26,,active,0,
1772,1105,3,2024-10-29,2024-11-18,upgraded,12.5,
1773,1105,5,2024-11-18,2025-01-11,canceled,40.83,No longer needed
1774,1106,1,2025-08-05,,active,0,
1775,1107,1,2024-08-11,2025-05-08,canceled,0,Poor support experience
1776,1108,4,2026-02-23,2026-06-01,upgraded,49,
1777,1108,5,2026-06-01,2026-06-30,upgraded,40.83,
1778,1109,1,2024-04-27,2024-06-06,upgraded,0,
1779,1109,7,2024-06-06,2024-07-07,downgraded,165.83,
1780,1109,6,2024-07-07,2024-09-15,downgraded,199,
1781,1109,7,2024-09-15,,active,165.83,
1782,1110,4,2024-01-17,2024-02-02,upgraded,49,
1783,1110,7,2024-02-02,2025-06-13,canceled,165.83,Too expensive
1784,1111,4,2024-03-20,2024-04-14,upgraded,49,
1785,1111,1,2024-04-14,,active,0,
1786,1112,3,2024-01-26,2024-05-16,upgraded,12.5,
1787,1112,5,2024-05-16,,active,40.83,
1788,1113,1,2025-01-12,2025-05-04,upgraded,0,
1789,1113,5,2025-05-04,,active,40.83,
1790,1114,2,2025-12-30,2026-01-24,upgraded,15,
1791,1114,1,2026-01-24,2026-02-21,upgraded,0,
1792,1114,6,2026-02-21,,active,199,
1793,1115,1,2025-05-30,2025-09-22,upgraded,0,
1794,1115,7,2025-09-22,2025-11-27,downgraded,165.83,
1795,1115,3,2025-11-27,2026-01-20,upgraded,12.5,
1796,1115,6,2026-01-20,,active,199,
1797,1116,1,2025-04-28,,active,0,
1798,1117,2,2024-08-24,,active,15,
1799,1118,1,2025-07-27,,active,0,
1800,1119,1,2024-09-07,2024-12-31,upgraded,0,
1801,1119,7,2024-12-31,,active,165.83,
1802,1120,1,2025-02-22,2025-06-11,upgraded,0,
1803,1120,4,2025-06-11,2026-01-23,canceled,49,Switched to competitor
1804,1121,4,2025-03-04,2025-03-21,upgraded,49,
1805,1121,5,2025-03-21,,active,40.83,
1806,1122,1,2024-05-15,2025-01-27,canceled,0,Too expensive
1807,1123,2,2024-12-10,2025-01-17,upgraded,15,
1808,1123,4,2025-01-17,,active,49,
1809,1124,4,2026-01-28,,active,49,
1810,1125,2,2024-06-04,2024-08-12,upgraded,15,
1811,1125,3,2024-08-12,2025-05-18,canceled,12.5,Too expensive
1812,1126,1,2026-03-02,2026-05-10,canceled,0,No longer needed
1813,1127,1,2024-11-26,,active,0,
1814,1128,1,2025-08-11,2025-09-06,upgraded,0,
1815,1128,3,2025-09-06,,active,12.5,
1816,1129,1,2024-09-22,,active,0,
1817,1130,4,2025-09-04,2025-09-19,upgraded,49,
1818,1130,2,2025-09-19,2025-12-20,upgraded,15,
1819,1130,3,2025-12-20,,active,12.5,
1820,1131,1,2025-03-12,2025-07-05,upgraded,0,
1821,1131,5,2025-07-05,,active,40.83,
1822,1132,3,2024-09-26,2024-12-18,upgraded,12.5,
1823,1132,7,2024-12-18,2025-03-30,downgraded,165.83,
1824,1132,5,2025-03-30,2025-06-05,upgraded,40.83,
1825,1132,3,2025-06-05,,active,12.5,
1826,1133,4,2024-11-30,2025-03-22,canceled,49,Missing features
1827,1134,4,2024-04-12,,active,49,
1828,1135,1,2024-05-20,,active,0,
1829,1136,1,2025-10-12,2025-12-19,upgraded,0,
1830,1136,6,2025-12-19,2026-03-12,downgraded,199,
1831,1136,5,2026-03-12,2026-05-10,upgraded,40.83,
1832,1136,2,2026-05-10,,active,15,
1833,1137,1,2024-02-09,,active,0,
1834,1138,2,2026-05-10,,active,15,
1835,1139,1,2024-08-12,2024-11-14,upgraded,0,
1836,1139,2,2024-11-14,,active,15,
1837,1140,1,2024-12-21,2025-04-16,upgraded,0,
1838,1140,7,2025-04-16,2025-05-22,downgraded,165.83,
1839,1140,6,2025-05-22,,active,199,
1840,1141,1,2024-10-24,,active,0,
1841,1142,4,2025-02-04,2025-04-08,upgraded,49,
1842,1142,3,2025-04-08,2025-07-29,upgraded,12.5,
1843,1142,5,2025-07-29,2025-12-01,canceled,40.83,Too expensive
1844,1143,2,2025-04-03,,active,15,
1845,1144,2,2025-09-11,,active,15,
1846,1145,1,2025-11-01,2026-04-06,canceled,0,Too expensive
1847,1146,3,2024-12-05,2025-01-13,upgraded,12.5,
1848,1146,2,2025-01-13,2025-04-28,upgraded,15,
1849,1146,5,2025-04-28,,active,40.83,
1850,1147,1,2026-03-21,,active,0,
1851,1148,4,2025-11-02,2026-02-20,upgraded,49,
1852,1148,7,2026-02-20,,active,165.83,
1853,1149,3,2025-09-11,2025-12-29,upgraded,12.5,
1854,1149,7,2025-12-29,2026-02-04,downgraded,165.83,
1855,1149,1,2026-02-04,,active,0,
1856,1150,1,2025-06-08,2025-08-11,canceled,0,Switched to competitor
1857,1151,2,2024-04-05,2025-03-31,canceled,15,Budget cuts
1858,1152,1,2026-01-15,2026-02-20,canceled,0,Switched to competitor
1859,1153,1,2025-01-13,,active,0,
1860,1154,1,2026-06-04,,active,0,
1861,1155,2,2026-02-24,2026-06-18,canceled,15,No longer needed
1862,1156,1,2024-10-01,,active,0,
1863,1157,1,2025-07-22,,active,0,
1864,1158,2,2024-06-19,,active,15,
1865,1159,1,2025-02-12,2025-03-14,upgraded,0,
1866,1159,6,2025-03-14,2025-07-01,downgraded,199,
1867,1159,7,2025-07-01,,active,165.83,
1868,1160,1,2025-07-31,,active,0,
1869,1161,4,2025-04-28,2025-12-17,canceled,49,Switched to competitor
1870,1162,2,2024-11-21,2025-03-09,upgraded,15,
1871,1162,6,2025-03-09,2025-03-26,downgraded,199,
1872,1162,3,2025-03-26,2025-04-23,upgraded,12.5,
1873,1162,7,2025-04-23,,active,165.83,
1874,1163,4,2025-04-14,,active,49,
1875,1164,1,2024-10-08,2025-01-20,upgraded,0,
1876,1164,6,2025-01-20,2025-04-26,downgraded,199,
1877,1164,1,2025-04-26,,active,0,
1878,1165,1,2024-03-20,2024-05-25,upgraded,0,
1879,1165,5,2024-05-25,,active,40.83,
1880,1166,1,2025-08-12,,active,0,
1881,1167,2,2026-03-13,,active,15,
1882,1168,1,2024-05-20,2024-07-22,upgraded,0,
1883,1168,7,2024-07-22,,active,165.83,
1884,1169,1,2026-03-03,,active,0,
1885,1170,2,2025-10-10,,active,15,
1886,1171,2,2025-03-21,2025-04-06,upgraded,15,
1887,1171,4,2025-04-06,2026-03-30,canceled,49,Budget cuts
1888,1172,2,2026-06-16,2026-06-30,upgraded,15,
1889,1173,1,2024-01-06,2025-10-29,canceled,0,No longer needed
1890,1174,1,2025-10-19,2025-11-19,canceled,0,Budget cuts
1891,1175,2,2025-09-14,2025-11-02,upgraded,15,
1892,1175,5,2025-11-02,2026-02-03,upgraded,40.83,
1893,1175,3,2026-02-03,2026-04-12,canceled,12.5,Poor support experience
1894,1176,1,2025-09-19,,active,0,
1895,1177,1,2024-11-17,,active,0,
1896,1178,3,2025-08-23,,active,12.5,
1897,1179,4,2024-05-31,2024-06-17,upgraded,49,
1898,1179,6,2024-06-17,2024-07-20,downgraded,199,
1899,1179,7,2024-07-20,,active,165.83,
1900,1180,1,2024-10-07,2024-10-27,upgraded,0,
1901,1180,3,2024-10-27,2024-11-14,upgraded,12.5,
1902,1180,2,2024-11-14,,active,15,
1903,1181,1,2024-07-05,,active,0,
1904,1182,3,2024-03-24,2024-05-11,upgraded,12.5,
1905,1182,4,2024-05-11,2024-09-05,upgraded,49,
1906,1182,3,2024-09-05,,active,12.5,
1907,1183,4,2025-12-23,,active,49,
1908,1184,1,2025-12-15,,active,0,
1909,1185,2,2026-05-04,,active,15,
1910,1186,4,2025-07-18,2026-02-22,canceled,49,Switched to competitor
1911,1187,2,2025-11-05,,active,15,
1912,1188,1,2025-12-19,2026-03-11,upgraded,0,
1913,1188,5,2026-03-11,,active,40.83,
1914,1189,2,2024-06-15,,active,15,
1915,1190,4,2026-05-04,2026-06-30,upgraded,49,
1916,1191,3,2025-03-07,,active,12.5,
1917,1192,4,2024-07-22,2024-12-30,canceled,49,Poor support experience
1918,1193,1,2025-04-14,2026-05-11,canceled,0,Missing features
1919,1194,2,2025-03-23,2026-06-11,canceled,15,Poor support experience
1920,1195,1,2025-07-17,2025-08-11,upgraded,0,
1921,1195,6,2025-08-11,,active,199,
1922,1196,1,2024-05-11,,active,0,
1923,1197,3,2024-03-14,2024-06-03,upgraded,12.5,
1924,1197,5,2024-06-03,,active,40.83,
1925,1198,1,2025-05-28,2026-06-19,canceled,0,Poor support experience
1926,1199,1,2024-11-05,,active,0,
1927,1200,1,2024-07-02,,active,0,
1928,1201,1,2024-06-13,,active,0,
1929,1202,1,2025-03-11,,active,0,
1930,1203,1,2025-01-08,2025-03-24,upgraded,0,
1931,1203,3,2025-03-24,2026-01-26,canceled,12.5,Switched to competitor
1932,1204,2,2024-09-21,,active,15,
1933,1205,1,2025-01-10,2025-02-26,upgraded,0,
1934,1205,7,2025-02-26,2025-06-18,downgraded,165.83,
1935,1205,4,2025-06-18,,active,49,
1936,1206,1,2024-10-27,2025-02-21,upgraded,0,
1937,1206,3,2025-02-21,,active,12.5,
1938,1207,1,2024-06-28,2024-08-29,upgraded,0,
1939,1207,6,2024-08-29,2024-12-06,downgraded,199,
1940,1207,4,2024-12-06,2025-06-06,canceled,49,Poor support experience
1941,1208,4,2026-04-25,2026-05-10,upgraded,49,
1942,1208,6,2026-05-10,2026-06-12,canceled,199,Missing features
1943,1209,1,2025-01-26,,active,0,
1944,1210,1,2026-05-06,,active,0,
1945,1211,1,2025-01-18,2025-03-28,upgraded,0,
1946,1211,4,2025-03-28,2025-06-03,upgraded,49,
1947,1211,5,2025-06-03,2025-08-21,upgraded,40.83,
1948,1211,1,2025-08-21,,active,0,
1949,1212,1,2025-02-12,2025-03-27,upgraded,0,
1950,1212,4,2025-03-27,2025-05-15,upgraded,49,
1951,1212,6,2025-05-15,,active,199,
1952,1213,3,2025-09-05,2026-01-21,canceled,12.5,Switched to competitor
1953,1214,2,2026-04-26,,active,15,
1954,1215,4,2024-12-20,2025-04-04,upgraded,49,
1955,1215,2,2025-04-04,,active,15,
1956,1216,4,2025-11-07,2026-01-23,upgraded,49,
1957,1216,2,2026-01-23,,active,15,
1958,1217,4,2026-02-07,,active,49,
1959,1218,2,2026-02-08,,active,15,
1960,1219,2,2025-02-09,2025-03-16,upgraded,15,
1961,1219,4,2025-03-16,2025-05-11,upgraded,49,
1962,1219,6,2025-05-11,2025-08-29,downgraded,199,
1963,1219,4,2025-08-29,,active,49,
1964,1220,2,2026-02-08,,active,15,
1965,1221,1,2025-02-05,,active,0,
1966,1222,1,2025-06-29,,active,0,
1967,1223,1,2025-10-13,,active,0,
1968,1224,1,2024-09-12,,active,0,
1969,1225,1,2026-05-20,2026-06-30,upgraded,0,
1970,1226,4,2024-03-07,,active,49,
1971,1227,1,2025-05-27,2025-07-31,upgraded,0,
1972,1227,6,2025-07-31,2025-08-19,downgraded,199,
1973,1227,1,2025-08-19,,active,0,
1974,1228,2,2026-06-06,2026-06-30,upgraded,15,
1975,1229,1,2026-01-01,2026-04-02,canceled,0,Poor support experience
1976,1230,3,2025-10-06,,active,12.5,
1977,1231,2,2025-01-10,,active,15,
1978,1232,1,2025-12-27,2026-04-19,upgraded,0,
1979,1232,3,2026-04-19,,active,12.5,
1980,1233,1,2024-10-08,,active,0,
1981,1234,1,2026-01-03,2026-03-16,canceled,0,Missing features
1982,1235,4,2026-05-29,2026-06-22,upgraded,49,
1983,1235,7,2026-06-22,,active,165.83,
1984,1236,1,2026-02-02,2026-04-05,upgraded,0,
1985,1236,6,2026-04-05,,active,199,
1986,1237,1,2025-06-19,2025-07-17,upgraded,0,
1987,1237,7,2025-07-17,,active,165.83,
1988,1238,1,2024-08-18,2024-10-16,upgraded,0,
1989,1238,3,2024-10-16,2024-11-19,upgraded,12.5,
1990,1238,7,2024-11-19,2026-03-01,canceled,165.83,No longer needed
1991,1239,4,2025-08-06,2025-12-04,upgraded,49,
1992,1239,7,2025-12-04,2026-03-10,downgraded,165.83,
1993,1239,5,2026-03-10,2026-05-27,upgraded,40.83,
1994,1239,1,2026-05-27,,active,0,
1995,1240,2,2025-11-11,,active,15,
1996,1241,3,2026-03-28,2026-04-20,upgraded,12.5,
1997,1241,1,2026-04-20,,active,0,
1998,1242,2,2024-02-11,2024-04-10,upgraded,15,
1999,1242,4,2024-04-10,2024-07-28,upgraded,49,
2000,1242,5,2024-07-28,,active,40.83,
2001,1243,3,2024-11-06,2025-02-21,canceled,12.5,Switched to competitor
2002,1244,4,2025-05-04,2025-08-27,upgraded,49,
2003,1244,5,2025-08-27,,active,40.83,
2004,1245,2,2025-03-16,2025-06-25,upgraded,15,
2005,1245,4,2025-06-25,2025-08-22,upgraded,49,
2006,1245,7,2025-08-22,,active,165.83,
2007,1246,1,2024-09-14,2025-06-27,canceled,0,Missing features
2008,1247,4,2026-06-07,,active,49,
2009,1248,1,2025-06-05,,active,0,
2010,1249,1,2024-07-17,2024-08-03,upgraded,0,
2011,1249,6,2024-08-03,,active,199,
2012,1250,1,2024-08-03,2024-10-29,upgraded,0,
2013,1250,6,2024-10-29,,active,199,
2014,1251,2,2025-06-12,,active,15,
2015,1252,1,2024-05-28,,active,0,
2016,1253,1,2026-02-19,,active,0,
2017,1254,3,2025-11-08,,active,12.5,
2018,1255,1,2025-09-24,,active,0,
2019,1256,1,2025-12-05,2026-01-20,upgraded,0,
2020,1256,5,2026-01-20,,active,40.83,
2021,1257,2,2025-07-04,,active,15,
2022,1258,1,2025-08-26,,active,0,
2023,1259,4,2025-12-07,,active,49,
2024,1260,1,2024-07-07,2024-10-13,upgraded,0,
2025,1260,6,2024-10-13,2025-09-11,canceled,199,Missing features
2026,1261,4,2024-05-02,,active,49,
2027,1262,1,2025-03-23,,active,0,
2028,1263,2,2025-08-01,2025-11-16,upgraded,15,
2029,1263,1,2025-11-16,2026-02-13,upgraded,0,
2030,1263,3,2026-02-13,2026-05-17,upgraded,12.5,
2031,1263,7,2026-05-17,2026-06-18,canceled,165.83,Budget cuts
2032,1264,1,2025-10-27,2025-12-25,upgraded,0,
2033,1264,3,2025-12-25,2026-03-25,upgraded,12.5,
2034,1264,4,2026-03-25,2026-04-20,canceled,49,Budget cuts
2035,1265,1,2024-07-05,,active,0,
2036,1266,1,2024-01-07,2024-11-16,canceled,0,Poor support experience
2037,1267,4,2025-04-13,2026-04-05,canceled,49,Switched to competitor
2038,1268,2,2024-07-30,2025-08-28,canceled,15,No longer needed
2039,1269,4,2026-06-10,,active,49,
2040,1270,1,2024-01-28,,active,0,
2041,1271,2,2025-03-25,,active,15,
2042,1272,1,2024-05-04,2024-07-17,upgraded,0,
2043,1272,3,2024-07-17,,active,12.5,
2044,1273,1,2024-04-02,2024-06-24,upgraded,0,
2045,1273,4,2024-06-24,2024-08-25,upgraded,49,
2046,1273,3,2024-08-25,2026-05-03,canceled,12.5,Switched to competitor
2047,1274,1,2026-05-28,2026-06-30,upgraded,0,
2048,1275,1,2026-06-15,,active,0,
2049,1276,1,2025-06-15,,active,0,
2050,1277,1,2026-04-23,2026-06-30,upgraded,0,
2051,1278,2,2024-01-31,2024-04-07,upgraded,15,
2052,1278,3,2024-04-07,2026-05-20,canceled,12.5,Budget cuts
2053,1279,3,2024-01-30,2024-04-10,upgraded,12.5,
2054,1279,1,2024-04-10,2024-08-12,canceled,0,Switched to competitor
2055,1280,1,2024-06-10,2024-08-20,upgraded,0,
2056,1280,5,2024-08-20,2026-01-26,canceled,40.83,Budget cuts
2057,1281,2,2025-03-26,2025-07-22,upgraded,15,
2058,1281,6,2025-07-22,2026-01-06,canceled,199,Too expensive
2059,1282,2,2025-01-09,2025-04-07,upgraded,15,
2060,1282,4,2025-04-07,2026-04-26,canceled,49,Missing features
2061,1283,1,2024-05-12,,active,0,
2062,1284,1,2024-09-13,2026-06-18,canceled,0,No longer needed
2063,1285,1,2024-12-01,,active,0,
2064,1286,2,2024-07-05,2024-07-25,upgraded,15,
2065,1286,6,2024-07-25,,active,199,
2066,1287,1,2024-07-11,,active,0,
2067,1288,2,2024-12-11,2025-02-26,upgraded,15,
2068,1288,5,2025-02-26,,active,40.83,
2069,1289,1,2024-09-26,,active,0,
2070,1290,1,2025-07-17,2025-08-20,upgraded,0,
2071,1290,2,2025-08-20,2025-12-15,upgraded,15,
2072,1290,4,2025-12-15,,active,49,
2073,1291,1,2025-02-11,,active,0,
2074,1292,2,2025-07-30,,active,15,
2075,1293,1,2024-04-12,,active,0,
2076,1294,4,2026-05-28,,active,49,
2077,1295,1,2024-11-25,,active,0,
2078,1296,1,2026-02-12,2026-05-11,canceled,0,Missing features
2079,1297,1,2025-02-04,2026-04-10,canceled,0,Switched to competitor
2080,1298,3,2024-07-29,2024-10-30,upgraded,12.5,
2081,1298,1,2024-10-30,2025-01-06,canceled,0,Poor support experience
2082,1299,1,2024-08-25,2024-09-30,upgraded,0,
2083,1299,4,2024-09-30,2024-11-23,upgraded,49,
2084,1299,7,2024-11-23,2026-01-31,canceled,165.83,Budget cuts
2085,1300,4,2025-01-25,,active,49,
2086,1301,2,2025-06-19,,active,15,
2087,1302,4,2024-02-28,2024-04-17,upgraded,49,
2088,1302,5,2024-04-17,2024-05-04,upgraded,40.83,
2089,1302,2,2024-05-04,2024-08-25,upgraded,15,
2090,1302,7,2024-08-25,,active,165.83,
2091,1303,1,2024-03-26,,active,0,
2092,1304,2,2025-09-13,2026-01-05,upgraded,15,
2093,1304,5,2026-01-05,2026-03-07,upgraded,40.83,
2094,1304,4,2026-03-07,2026-03-30,canceled,49,Poor support experience
2095,1305,1,2024-04-07,2024-05-15,upgraded,0,
2096,1305,7,2024-05-15,2024-08-23,downgraded,165.83,
2097,1305,3,2024-08-23,,active,12.5,
2098,1306,1,2025-10-24,2025-12-11,upgraded,0,
2099,1306,6,2025-12-11,,active,199,
2100,1307,1,2025-08-03,,active,0,
2101,1308,1,2026-04-18,2026-05-16,upgraded,0,
2102,1308,2,2026-05-16,2026-06-16,upgraded,15,
2103,1308,6,2026-06-16,2026-06-30,downgraded,199,
2104,1309,3,2024-08-02,2026-06-26,canceled,12.5,Missing features
2105,1310,1,2024-12-07,,active,0,
2106,1311,4,2024-11-16,2025-03-12,upgraded,49,
2107,1311,5,2025-03-12,,active,40.83,
2108,1312,4,2026-02-11,2026-06-09,upgraded,49,
2109,1312,5,2026-06-09,2026-06-30,upgraded,40.83,
2110,1313,1,2024-07-01,2024-08-25,upgraded,0,
2111,1313,4,2024-08-25,2026-06-20,canceled,49,Switched to competitor
2112,1314,1,2026-01-03,2026-04-28,canceled,0,Budget cuts
2113,1315,3,2024-11-27,,active,12.5,
2114,1316,1,2024-09-08,,active,0,
2115,1317,1,2026-05-08,2026-06-30,upgraded,0,
2116,1318,1,2026-02-03,,active,0,
2117,1319,1,2024-03-19,2024-06-29,upgraded,0,
2118,1319,4,2024-06-29,2024-07-21,upgraded,49,
2119,1319,2,2024-07-21,2024-11-18,upgraded,15,
2120,1319,5,2024-11-18,,active,40.83,
2121,1320,2,2025-12-26,,active,15,
